,title,body,URL
10,How to report reportable super contributions,"Reportable super contributions can be reported to us online through Single Touch Payroll (STP) or through a payment summary annual report.
Reporting online through Single Touch Payroll (STP) is the way of reporting and finalising extra super contributions for your employees. If you choose not to report these amounts through STP, you must give payment summaries to your employees. You will need to submit a payment summary annual report to the ATO covering these amounts.
All employers must report salary sacrificed amounts that would have constituted ordinary time earnings (OTE) or salary and wages.
You can work out how to report with the STP reporting checklist.
When issuing your employees with their annual payment summaries, you must include any reportable employer super contributions. Do this at the label Reportable employer superannuation contributions.
Reportable employer super contributions are reported for the income year related to the contributions. This may be different to the year in which they are received by the super fund.
If you make reportable employer super contributions to an employee, you must provide them with an income statement or payment summary. You must do this even if you have not paid them salary or wages.
Super guarantee amounts or other compulsory contributions on payment summaries.
Example: reporting year
Pieter and his employer, ABC Pty Ltd, have an agreement that ABC contributes $1,200 per month to Pieter’s super fund. Of this amount, $725 is a salary sacrificed amount and $475 is the compulsory super guarantee payment.
For the 2015–16 income year, ABC makes its employer contributions to Pieter's super fund. This is made on the 28th day after the end of the month in which the sacrificed income was withheld. This means the last payment (for the month of June) is made on 28 July 2016.
Reportable employer super contributions are reported for the year they accrued, not the year they were paid. Therefore, all the 2015–16 contributions are included. This is the case even though the last contribution was actually paid in the 2016–17 financial year.
At the end of the income year, ABC includes $8,700 on Pieter’s payment summary as reportable employer super contributions:



Employer contributions ($1,200 × 12)

$14,400



Less Pieter’s super guarantee entitlement ($475 × 12)

−$5,700



Reportable employer super contributions

$8,700




The super guarantee amount of $5,700 is not included anywhere on the payment summary.
End of example
Employers can report reportable super contributions online through Single Touch Payroll (STP) or through a payment summary annual report.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/identify-reportable-employer-super-contributions/how-to-report-reportable-super-contributions/
11,Employers affected by disasters,"We can help you if disasters make it difficult to pay super guarantee contributions for your employees on time.
Phone us as soon as possible on 13 10 20 if you're unable to make your quarterly super contributions by the due date because you are either:
impacted by a natural disaster
located in a disaster-affected area.
By law, we cannot extend the due date to pay the super guarantee charge (SGC). You will still need to both:
lodge a Superannuation guarantee charge (SGC) statement
pay the SGC if you did not make contributions to a super fund on time.
We can talk to you about a payment plan if you need it.
If your records are lost or damaged in a disaster, you can make an estimate of super guarantee contributions using old records. You could get these records from:
your employees
your bank
the super funds you pay contributions to
records of PAYG payments you've made.
Make sure your employees understand how you are going to calculate their super payments using an estimate.
If you are closing down your business because of a disaster, you still need to pay your employees' super obligations.
For more information, see:
Support in difficult times
Super for employers
How to contact us if you are unable to make your super guarantee contributions on time because of a disaster.",https://www.ato.gov.au/Business/Super-for-employers/missed-and-late-super-guarantee-payments/employers-affected-by-disasters/
12,List of payments that are ordinary time earnings,"Use this list to work out which payments count as ordinary time earnings (OTE) or salary and wages for super guarantee.
As an employer, you use:
OTE to work out the minimum super guarantee contribution for your employees. OTE is the amount you pay employees for their ordinary hours of work, including things like commissions and shift loadings.
salary and wages to work out the super guarantee charge. You only need to do this if you missed paying the minimum super guarantee contribution by the due date. Salary and wages are similar to OTE but also includes any overtime payments.
Payment

Salary or wages

OTE



Overtime hours over and above the ordinary hours stated in an award or agreement (see example)

Yes

No



Overtime where the ordinary hours of work are not stated in an award or agreement, or not separated from other hours (see example)

Yes – all hours worked

Yes – all hours worked
Payment

Salary or wages

OTE



Casual employee shift loadings

Yes

Yes



Casual employee overtime payments

Yes

No



Piece-rates – no ordinary hours of work stated (see example)

Yes

Yes



Commission

Yes

Yes
Payment

Salary or wages

OTE



Allowance that are not a predetermined amount to offset a particular expense (for example, allowances for paperwork completion)

Yes

Yes



Allowance by way of unconditional extra payment (for example, the employee has complete discretion on whether to spend the allowance)

Yes

Yes



Expense allowance expected to be used in full (see example)

No

No



Danger or site allowance (these are OTE unless they are intended to offset particular expenses)

Yes

Yes



Retention allowance

Yes

Yes



On-call allowance outside ordinary hours of work

No

No



Hourly on-call allowance for ordinary hours of work for doctors

Yes

Yes
Payment

Salary or wages

OTE



Reimbursement of expenses, including travel costs (see example)

No

No



Payment for unfair dismissal

No

No



Workers' compensation – returned to work

Yes

Yes



Workers' compensation – not working

No

No
Payment

Salary or wages

OTE



Performance bonus

Yes

Yes



Christmas bonus

Yes

Yes



Bonus labelled as ex gratia but in respect of ordinary hours work

Yes

Yes



Bonus in respect of overtime only

Yes

No
Payment

Salary and wages

OTE



Annual leave

Yes

Yes



Annual leave loading – clearly linked to lost opportunity to work overtime

Yes

No



Annual leave loading – all other

Yes

Yes



Family and Domestic Violence leave

Yes

Yes



Sick leave

Yes

Yes



Parental leave – e.g. maternity leave, paternity leave, adoption leave

No

No



Ancillary leave – e.g. jury duty, defence reserve service

No

No



Long service leave

Yes

Yes
Payment

Salary and wages

OTE



Termination payments – in lieu of notice

Yes

Yes



Termination payments – unused annual leave, long service leave or sick leave

Yes

No
Example: overtime identified in award or agreement
Ennio is employed under a collective agreement that incorporates terms from an award. If there's inconsistency between the agreement and the award, the agreement prevails.
Under the award, the ordinary hours of work are 38 hours per week and the employer can require an employee to work reasonable overtime. However, the agreement provides for a shift roster in which employees work an average of 44 hours per week. The shift roster identifies the ordinary hours of work as 40 hours, with the additional four hours paid at a penalty rate.
The payment to Ennio for his 40 ordinary hours of work is OTE. The 4 hours of overtime payments are not OTE.
The payment for all 44 hours is salary or wages because it is a reward for his services.
End of example

Example: ordinary hours of work not stated
Kim works in a call centre. Under her contract she works a minimum number of hours per week. She also works extra shifts when needed, though there is no clear pattern to this.
There is no award or agreement that specifies Kim's ordinary hours of work, and she is not paid overtime rates for her extra shifts.
All of Kim's wages are OTE. As there are no stipulated ordinary hours of work, and no pattern of regular or usual hours, Kim's ordinary hours of work are all the hours she actually works.
All the payments to Kim are also salary or wages.
End of example

Example: piece-rates where no ordinary hours stated
Evan works as a fruit picker for Green Apples Ltd. He is paid 15 cents for every kilogram of apples he picks. There are no ordinary hours specified in any award or agreement.
Evan picks 5,000 kilograms of apples in his working hours in the week and is paid $750 by Green Apples Ltd.
The $750 paid to Evan is OTE. As his ordinary hours of work are not specified in any award or agreement, his ordinary hours of work are the hours that he actually works.
The $750 paid to Evan is also salary or wages.
End of example

Example: expense allowance expected to be used in full
Matteo is a salesman. In addition to his usual salary, he is paid $300 per month to cover expenses he is expected to incur while visiting clients, such as travel and mobile phone expenses. It is expected that Matteo will use the whole allowance in the course of visiting clients.
The $300 allowance is not OTE or salary or wages because it is not a reward for Matteo's services.
End of example

Example: reimbursement
Fernando travels by train on behalf of his employer and pays for the train ticket himself. He provides a receipt to his employer for the $14.50 cost of the train ticket, and the employer reimburses him $14.50.
The payment is not OTE or salary and wages, because it is not a reward for Fernando's services.
End of example
Use this list to work out which payments count as ordinary time earnings (OTE) or salary and wages for super guarantee.",https://www.ato.gov.au/Business/Super-for-employers/paying-super-contributions/how-much-super-to-pay/list-of-payments-that-are-ordinary-time-earnings/
13,Super payment due dates,"An employee's fund must receive their super payments on or before the quarterly super due dates.
You must pay super for eligible employees. To avoid the super guarantee charge (SGC), payments must be received by the employee's fund on or before the quarterly super due dates.
Payments can be made at least 4 times a year. This applies from the day employees start working for you. Payment due dates occur quarterly.
Quarterly super payment due dates


Quarter

Period

Payment due date



1

1 July – 30 September

28 October



2

1 October – 31 December

28 January



3

1 January – 31 March

28 April



4

1 April – 30 June

28 July
When a super due date falls on a weekend or public holiday, your contribution must be received by the fund on or before the next business day.
You can also make payments more frequently than quarterly, for example fortnightly or monthly. If you do, ensure you pay your total super guarantee (SG) contribution for the quarter by the due date.
If you have missed the quarterly payment due date or made late super payments, you will need to lodge a SGC statement and pay the SGC to us. The missed or late super payments are no longer tax deductible.
A clearing house distributes super contributions to your employees' funds on your behalf.
SG payments made to a commercial clearing house before the SG due date may not reach the super fund until after the due date.
Your employee's super contribution is only considered 'paid' on the date it's received by the super fund. Not the date it's received by the clearing house.
Note: It's important that you leave enough time for your SG payments to reach the super fund and allow for their processing timeframes.
However, if you use the ATO's Small Business Superannuation Clearing House, payments may be considered 'paid' on the date they're received.
Check the processing timeframes required by your clearing house to ensure your payments will be processed before the payment due dates.
Some super funds, awards and contracts require you to pay super more regularly than quarterly.
Meeting the SG contribution payment dates does not ensure compliance with other super funds, awards and contracts.
You should check the contractual obligations you have with your super fund, award or contract to ensure super contributions are paid on time.
An employee's fund must receive their super payments on or before the quarterly super due dates.",https://www.ato.gov.au/Business/Super-for-employers/paying-super-contributions/super-payment-due-dates/
14,Superannuation on annual leave loading,"Annual leave loading is included in ordinary time earnings (OTE) unless it is clearly linked to lost overtime.
Annual leave loading is an extra payment that may be paid to an employee on top of their base rate during periods of annual leave.
As an employer, you work out super guarantee payments for your employees based on their OTE. OTE includes annual leave pay but not overtime.
Generally, you include annual leave loading in OTE because it's related to annual leave. However, you don't include annual leave loading in OTE if you can show that it's paid to compensate employees for being unable to work overtime while on leave.
If this is your situation, this page explains the evidence you will need.
To omit annual leave loading from your employees' OTE, you need written evidence showing that the leave loading is linked to a lost opportunity to work overtime.
This evidence can be either:
the relevant award or agreement
a documented policy, understood by you and your employees, that states the reason for the leave loading entitlement.
If you don't have written evidence, you need to either:
obtain it as soon as possible
start including annual leave loading in your employees' OTE when working out their super guarantee payments.
If you obtain written evidence as soon as possible, we won't review how you treated annual leave loading in previous quarters.
Example: documenting the reason for annual leave loading
QWERTY Co has a mix of day workers and shift workers, who are all covered by a modern award.
For day workers, the award includes an entitlement to annual leave loading and paid overtime. However, the award does not clearly link overtime and annual leave loading.
For shift workers, the award has a different annual leave loading entitlement and no paid overtime. The award indicates that this annual leave loading compensates shift workers for the lost opportunity to earn shift allowances while on leave.
QWERTY Co believes the day workers are paid annual leave loading to compensate for the lost opportunity to work overtime while on leave. This is based on advice the company has received about the historical reasons for the annual leave loading.
QWERTY Co prepares a policy document that clarifies the reason for annual leave loading. It includes the following paragraph:
The entitlement to annual leave loading under clause [X] is compensating for the lost opportunity for overtime, except where [the award] indicates otherwise.
QWERTY Co regularly deals with a union representing its workers. The company provides a copy of the policy document to the union to ensure it reflects their understanding of the reason for annual leave loading.
When working out super guarantee for its workers, QWERTY Co self-assesses the annual leave loading as:

excluded from OTE for day workers
included in OTE for shift workers.

End of example
We understand that some employers have been unsure how to correctly treat annual leave loading. Also, you may not have evidence that identifies the purpose of annual leave loading paid in previous quarters.
We won't review how you've treated annual leave loading in previous quarters if both of the following apply:
you self-assessed that annual leave loading was not OTE because it was for a loss of opportunity to work overtime
there is no evidence that the annual leave loading was for something other than overtime.
However, if there is evidence that the annual leave loading was for something other than overtime, then the loading should have been included in OTE. In this case you have a super guarantee shortfall. You will need to lodge a super guarantee charge (SGC) statement with us and pay the shortfall.
We cannot waive any of the components of the SGC, including interest and administration fees. However, we can reduce the additional penalties, considering:
the uncertainty and practical difficulties employers have faced in this area
the fact that you voluntarily lodged an SGC statement.
Annual leave loading is included in ordinary time earnings (OTE) unless it is clearly linked to lost overtime",https://www.ato.gov.au/Business/Super-for-employers/paying-super-contributions/how-much-super-to-pay/list-of-payments-that-are-ordinary-time-earnings/superannuation-on-annual-leave-loading/
15,Paying super contributions,"Paying super contributions for eligible employees, including how much to pay, how to pay and payment dates.
In this section
Work out if you have to pay superCheck if you have to pay super for your employees, including contractors and workers under 18.
How much super to payCheck which earnings qualify for super and use the super guarantee calculator to work out the amount.
How to pay superPay electronically to complying super funds and retirement savings accounts.
Super payment due datesCheck the quarterly super payment due dates.
Where to pay superDetermine the right super funds to pay super guarantee contributions to.
Missed and late super guarantee paymentsWhat to do if you're late or miss a payment, and how to report and pay the super guarantee charge.
Paying super contributions for eligible employees, including how much to pay, how to pay and payment dates.",https://www.ato.gov.au/Business/Super-for-employers/paying-super-contributions/
16,Expanding the use of Single Touch Payroll data,"See how we are expanding our use of Single Touch Payroll data to improve compliance.
One of our key focus areas in the ATO corporate plan 2022–23 is to expand the use of Single Touch Payroll (STP) data. This work will enable us to create a view of employees' superannuation guarantee (SG) data provided by all super funds and employers in one place. By doing so, we can follow up employer non-compliance more proactively.
We are building on our use of STP by matching data from super funds with the amounts reported by employers through STP for each employee–employer relationship.
While we already use these data sets, this new approach will provide us with an improved ability to identify a range of behaviours that drive non-compliance. We can tailor our interventions for the behaviours we see, including late payment, underpayment, and non-payment of super guarantee.
We will be able to:
contact employers who are not meeting their obligations earlier, with improved messaging
identify trends of incorrect reporting or issues related to information reported
take action to help employers and funds to get it right
improve any systemic data quality issues.
Most importantly, we will continue our existing compliance approach of supporting employers to understand their obligations and taking action to correct issues when mistakes occur. Employers can also expect to see some new SG compliance treatments as this work matures.
STP data is now a critical component of the tax and superannuation systems and is being used in real time for several purposes. That’s why it’s more important than ever to:
keep good records – this is not only a legal requirement, but it also makes good business sense. It allows you as an employer to make sure that what you report is correct
ensure your reporting and payments are timely and accurate. If you find that you make a mistake, take action to correct it as soon as you notice it. This will mean that we don’t contact you unnecessarily
understand and meet your payroll obligations
remember that SG payments need to be received by the employee's super fund on or before the due date. If you use an intermediary to make your super payments, like a commercial clearing house, it may take longer for the payment to get to the employee's account. Ensure you know how long this takes, so it is not late
check that your payments are SuperStream compliant. SuperStream is the way employers must pay SG contributions to funds
keep up to date on the latest announcements on tax and superannuation law and policy
subscribe to receive our alerts and news that is relevant to you.
See how we are expanding our use of Single Touch Payroll data to improve compliance.",https://www.ato.gov.au/Business/Super-for-employers/expanding-the-use-of-single-touch-payroll-data/
17,Superannuation guarantee amnesty,"The super guarantee amnesty ended 7 September 2020.
Background
Outcomes of the SG amnesty
Payment plans
Amnesty disqualifications
Missed and late super guarantee payments
The superannuation guarantee (SG) amnesty ended on 7 September 2020 and provided employers who had fallen behind with SG obligations for their workers, with an opportunity to catch up on these payments without having to pay the administrative component or the Part 7 penalties of the SG charge.
The SG amnesty covered periods from 1 July 1992 to 31 March 2018.
Around 28,300 employers qualified for the amnesty, disclosing around $911.5 million.
The amnesty resulted in the allocation of over $850 million to super funds, benefitting the retirement savings of more than 692,200 employees.
Over 70% of the employers who qualified for the amnesty were small businesses with an annual turnover less than $2 million.
Businesses with a turnover greater than $250 million accounted for 3% of eligible employers.
The top five industries, accounting for around 55% of employers who qualified for the amnesty and 45% of the amounts disclosed were:
construction
retail trade
professional scientific and technical services
accommodation and food services
other services.
If you entered a payment plan as a result of the amnesty, to remain eligible, you must either:
pay the SGC amount disclosed in the amnesty application form in full to us
continue to meet each ongoing instalment under your payment plan to pay the SGC amount owing.
If you need further assistance managing your tax and super obligations:
speak with a trusted tax adviser
see Help with paying.
If you're unable to maintain payments, the law requires us to disqualify you from the amnesty and remove the amnesty benefits for any unpaid quarters.
If your disclosure is disqualified from the amnesty, we will:
notify you in writing of the quarters you are disqualified for
charge you the administration component of $20 per employee included in the disqualified quarter
consider your circumstances when deciding whether the Part 7 penalty should be remitted
issue a notice of amended assessment with the increased amount owing
work with you through our debt processes to collect the amount outstanding.
Any payments you make for a disqualified quarter will not be tax deductible.
If you do not pay an employee's super guarantee (SG) on time, in full, or to the right super fund, you must:
lodge a superannuation guarantee charge (SGC) statement
pay the super guarantee charge.
If you fail to lodge an SGC statement, you will be liable for a Part 7 penalty, which can be up to 200% of the SGC amount payable.
For further information, see:
Missed and late payments
Our compliance approach
Penalties, amendments and objections
The super guarantee amnesty ended 7 September 2020.",https://www.ato.gov.au/Business/Super-for-employers/missed-and-late-super-guarantee-payments/the-super-guarantee-charge/superannuation-guarantee-amnesty/
18,Stapled super funds,"Most employers from 1 November 2021, may have an extra step to take to comply with choice of fund rules if:
they have new employees start, and
the employees do not choose a super fund.
The employer may now have to request their new employees 'stapled super fund' details from us.
A stapled super fund is an existing super account which is linked, or 'stapled', to an individual employee so that it follows them as they change jobs.
The change aims to stop new super accounts from being opened every time an employee starts a new job.
See how this affects you if you are an:
Employer
Employee
APRA Fund

From 1 November 2021, employers may need to request their ‘stapled super fund’ details from us.",https://www.ato.gov.au/Business/Super-for-employers/stapled-super-funds/
19,The super guarantee charge,"Find out about the super guarantee charge (SGC), including how to lodge an SGC statement by the due date, and pay.
If you don't pay an employee's superannuation guarantee (SG) amount in full, on time and to the right fund, you must pay the superannuation guarantee charge (SGC). You must also lodge an SGC statement to us.
The SGC is more than the super you would have otherwise paid to the employee's fund and is not tax deductible.
The due date for payment of the SGC and lodging the statement is one calendar month after the SG due date.
Quarter

SG payment due date

SG charge and statement due date



1 July – 30 September

28 October

28 November



1 October – 31 December

28 January

28 February



1 January – 31 March

28 April

28 May



1 April – 30 June

28 July

28 August
If a due date falls on a weekend or public holiday, you can make the payment and lodge the SGC statement on the next business day.
The SGC includes:
the SG shortfall, made up of  
SG calculated on salary and wages (including any overtime)
any choice liability, based on the shortfall and capped at $500




 
nominal interest of 10% per annum (accrues from the start of the relevant quarter)
an administration fee of $20 per employee, per quarter.
The easiest option to work out the SGC is to use the Super guarantee charge (SGC) statement (XLS, 745KB)This link will download a file.
There are 3 ways to lodge your SGC statement:
Use the SGC calculator in Online services for business or Online services for individuals. The statement will also calculate your liability.
Complete the SGC statement spreadsheet and lodge using Online services for business or Online services for individuals.
Use the SGC statement and calculator tool to generate a PDF version of your statement. You can print this and mail it to us. Note: We don't recommend this option as there is a higher chance for mistakes and takes much longer to process.
Lodge a SGC statement through the Online forms section of Online services for business or Online services for individuals.
The SGC calculator will ask you a series of questions to help work out:
if you need to pay the SGC for your employees
how much you need to pay.
At the end, the calculator will electronically lodge your SGC statement with us.
Sign in to Online services for business
Complete the Super guarantee charge (SGC) statement (XLS, 745KB)This link will download a file and send it to us using the 'Secure Mail' function in Online services for business or Online services for individuals. The spreadsheet will:
work out the nominal interest component
not work out the super guarantee shortfall.
Make sure to:
complete a separate spreadsheet for each quarter
refer to the first tab of the spreadsheet for completion instructions
use the .xls format when you save the spreadsheet.
To send the spreadsheet to us:
open the 'Secure Mail' function
select 'New Message'
select 'Topic = Superannuation'
select 'Subject = Lodge SGC statement'.
You can attach up to 6 spreadsheets. The total size of the attachments needs to be 46MB or less.
Use the SGC statement and calculator tool to work out:
if you need to pay the SGC for your employees
how much you need to pay.
We don't recommend this option as there is a higher chance for mistakes and takes much longer to process.
If you need to pay the SGC charge you can create a PDF version of the SGC statement.
If you are a WPN holder without an ABN, enter 70707070707 into the ABN section to complete the SGC statement. Include a cover note quoting your WPN as a reference when you mail the signed and completed statement.
Mail the completed statement to:
Australian Taxation OfficePO Box 3578ALBURY  NSW  2640
To pay your SGC you need a payment reference number (PRN).
If you have an SGC-related notice or payment slip from us for the same ABN or WPN, you can use the same PRN that is on it to pay us.
In Online services for business and Online services for individuals, the PRN can be found at the:
print option on the SGC lodgment summary screen
accounts summary screen
payment screens for BPAY or Other payment methods.
If you need a new PRN you can phone 1800 815 886 between 8:00 am and 6:00 pm, Monday to Friday. Make sure you have your ABN or WPN and contact details with you when you call.
When you have your PRN, you can pay us the SGC.
Pay the SGC
Super payment due dates occur quarterly. To avoid paying the SGC, you must pay on time.
If you cannot pay by the due date, you still need to lodge the SGC statement on time.
When you lodge on time, you can access our support services that provide help with paying. If you can't pay in full, but you lodge by the due date, you may be able to set-up a payment plan to pay in instalments.
If you miss a due date, interest for paying super will accrue until you lodge your SGC statement. Nominal interest is part of the SGC and, by law, cannot be reduced or waived.
If you request an extension of time to lodge an SGC statement, the general interest charge (GIC) applies from the deferred payment request until the SGC is paid in full.
You must make the request before the due date by either:
writing to us and stating why you need an extension
phoning us on 13 10 20.
We prioritise the collection of unpaid SGC debts. We'll work with you to address outstanding amounts but if you don't engage with us we'll take stronger action which can include additional penalties.
If an employee reports you for unpaid super, we'll start an investigation on their behalf. We'll keep them informed of the investigation and the progress of our debt recovery actions.
If we find or reasonably suspect that you haven't met your obligations, we may inform all your affected employees and any former employees of any SG shortfall.
Find out about the super guarantee charge (SGC), including how to lodge an SGC statement by the due date, and pay.",https://www.ato.gov.au/Business/Super-for-employers/missed-and-late-super-guarantee-payments/the-super-guarantee-charge/
20,Super for contractors,"Find out if you need to pay superannuation for contractors, about offering choice of fund and how much to pay.
If you pay contractors mainly for their labour, they are employees for superannuation guarantee (SG) purposes. You may need to pay super to a fund for them.
It doesn't matter if the contractor has an Australian business number (ABN).
Make super contributions for contractors if you pay them:
under a verbal or written contract that is mainly for their labour (more than half the dollar value of the contract is for their labour)
for their personal labour and skills (payment isn't dependent on achieving a specified result)
to perform the contract work (work cannot be delegated to someone else).
Example: employee for super guarantee purposes, not contractor
David's Caravan Park has a contract with Amanda, a freelance administrative assistant, to answer phones and do administrative work for 15 hours per week.
The contract specifies that Amanda herself must perform the work. Amanda has an ABN and invoices David's Caravan Park weekly for the hours she works. Amanda is an employee for SG purposes because:

her contract is wholly for the labour and skills she provides
she is paid according to the number of hours worked
she performs the work herself.

David's Caravan Park needs to pay SG contributions for Amanda in addition to her pay. Prior to 1 July 2022, Amanda would have needed to have been paid at least $450 in a calendar month to be eligible for SG.
End of example
If you enter into a contract with a company, trust or partnership, you do not have to pay super for the person they employ to do the work.
Example: contractor, not employee for super guarantee purposes
Harry's Hobby Shop wants to paint their new shop. They contract Pete's Paints for the job. The entire job is completed by one painter from Pete's Paints.

The contract is between Harry's Hobby Shop and Pete's Paints.
Harry's Hobby Shop paid Pete's Paints to achieve a result.
The painter is not an employee of Harry's Hobby Shop for SG purposes.

Harry's Hobby Shop does not have any SG obligations for the painter or Pete's Paints. This is the case even if Pete is a sole trader and does the work himself, because he was contracted to achieve a result.
Pete's Paints may have SG obligations for the painter.
End of example
If you need further help:
refer to employee or contractor to help you work out if a contractor is an employee for super purposes
use the superannuation guarantee eligibility decision tool to work out if they're entitled to super guarantee contributions.
If your contractor is an employee for SG purposes and entitled to receive SG contributions, they are generally eligible to choose their own super fund. You must offer eligible contractors a choice of super fund within 28 days of their start date.
If your contractor is eligible to choose a super fund but doesn't, then to avoid penalties you must request their stapled super fund details from us.
The minimum super you must pay is the super guarantee percentage of the worker's ordinary time earnings. This is the labour component of the contract. Do not include:
any contract payments that are for material and equipment
overtime for which the worker was paid overtime rates
GST.
If the values of the different parts of the contract aren't detailed in the contract, we'll accept their market values. We'll consider normal industry practices. If you cannot work out the labour part of the contract, you can use a reasonable market value of the labour section.
Paying an additional amount equal to the SG rate to the contractor on top of their usual pay does not count as a super contribution. To avoid the super guarantee charge, you must make the SG contribution to the contractor's super fund each quarter.
Find out if you need to pay superannuation for contractors, about offering choice of fund and how much to pay.",https://www.ato.gov.au/Business/Super-for-employers/work-out-if-you-have-to-pay-super/super-for-contractors/
21,Setting up super for your business,"As an employer, you need to set up your business to pay super into your eligible employees' chosen super funds or their stapled super fund where no choice has been made.
If your employee hasn’t made a choice and doesn’t have a stapled super fund, you can contribute their super to your default super fund.
What you need to do:
Select your default super fund.
Offer employees a choice of super fund and keep records that show you've done this.
Request your employee’s stapled super fund details if they do not make a choice
Provide employees' TFNs to their funds.
Set up your systems to pay super contributions electronically to the right fund.
If you pay extra super for an employee:
under a salary sacrifice agreement, see How to set up salary sacrifice for super
you must report the amounts, see Identify reportable employer super contributions.
The 5 steps you must take as an employer to set up your business so you can pay your employees' super.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/
22,How to set up salary sacrifice for super,"Employers can set up a salary sacrifice for super arrangement with their employee to get the benefits of a salary sacrifice.
Salary sacrificing changes
From 1 January 2020, you are required to pay super guarantee on your employee's ordinary time earnings (OTE) base.
The OTE base includes any amounts that would have been OTE had they not been salary sacrificed. You can't use the reduced salary.
This means salary sacrifice can't be used to reduce OTE and can't be counted as a contribution for super guarantee purposes.
End of example
You benefit because the amount sacrificed is:
not a fringe benefit and not subject to fringe benefits tax
tax deductible.
Your employee benefits because the salary-sacrificed amount is:
not declared as assessable income
not subject to PAYG tax
taxed in the super fund at the concessional rate of 15%, which is usually less than the PAYG tax rate.
There is no limit to how much super employees can contribute each year. However, if the cap is exceeded, they may need to pay extra tax.
To create an effective salary sacrifice arrangement, you must:
set up the arrangement for employees' future earnings
document the arrangement
use a complying fund.
The arrangement must be set up for your employee's future earnings. It can't include previously earned or accrued:
salary, wages or entitlements
annual or long service leave.
You and your employee must prepare and sign a document that states the terms of the salary sacrifice arrangement. If you don't have this documentation, it may be difficult to establish the facts of your arrangement.
Employees can renegotiate the arrangement at any time, within the terms of their employment contract or industrial agreement. If your employee has a renewable contract, you can renegotiate the salary sacrifice amount before the start of each renewal.
The salary sacrifice amount must be contributed to a complying fund for the period of the arrangement.
Contributions can't be accessed until the employee satisfies a condition of release, such as reaching retirement age.
If the arrangement is not effective, super contributions made under the arrangement are:
considered a payment of salary or wages
considered a personal contribution, not an employer contribution
counted towards the employee's non-concessional contributions cap.
This means:
the contributions are included in your employee's assessable income and subject to PAYG withholding tax
you are not entitled to a tax deduction for the sacrificed amount
your employee will be subject to excess non-concessional contributions tax (if they exceed the cap).
When you report online through Single Touch Payroll (STP), the amount will automatically appear on the income statement. You don't need to provide a payment summary.
When you enter into a salary sacrifice arrangement, you need to keep relevant records for 5 years, including:
copies of the arrangement
evidence of any expenses.
Contributions to an employee's super fund made under an effective salary sacrifice arrangement are considered deductions.
As an employer, you have obligations under the Fair Work Act 2009 for deductions made from an employee’s wages.
You can only deduct money for a salary sacrifice if:
you document the arrangement, and the employee agrees in writing to a deduction from their wages
the deduction  
is for the employee's benefit
complies with the employee’s enterprise agreement
is allowed by a law, a court order, the Fair Work CommissionExternal Link or an employee’s award.
You can claim a tax deduction for salary sacrifice contributionsExternal Link for your employees if you meet all 3 conditions:
The contributions are made under an effective salary sacrifice arrangement.
The contributions are made to a complying super fund.
The employee is under 75 years old. In some situations, you can claim for older employees.
You can only claim a deduction for a salary sacrifice contribution in the financial year the super fund receives it.
Example: super fund receives payment after financial year

Sally pays her employee's super contribution to the Small Business Superannuation Clearing House on 30 June 2020.
The super fund receives the contribution on 3 July 2020.
Sally can't claim a tax deduction in the 2019–20 financial year. She can claim the deduction for the 2020–21 financial year. This is the year the super fund received the contribution.

End of example
There's no limit to how much employees can salary sacrifice (unless there's a limit in their employment contract or agreement). If their contributions exceed their concessional contributions cap, they will pay more tax.
Your employee needs to consider:
whether the amount salary sacrificed together with their super guarantee contributions will exceed their concessional contributions cap
how excess contributions will affect their tax.
When setting up salary sacrifice arrangements, you should tell your employee:
when you will pay contributions
how they can adjust their contributions to stay under their contribution cap
to contact their fund to work out their contributions for the financial year.
Your employee can ask you to change the timing of their super contributions but not the employer contributions.
Salary sacrificed amounts are paid from pre-tax salary. This means they are part of the employee's concessional contributions for the financial year.
Contributions above the cap will mean they pay more tax.
Concessional contributions include:
employer contributions – such as super guarantee payments
salary sacrificed contributions.
If an employee has more than one super fund, all concessional contributions are combined. They are also counted towards their contributions cap.
Super contributions you make for an employee count towards their contribution caps in the financial year the super fund receives them. For example, if you pay June 2019 contributions in July, they will count towards the 2019–20 financial year.
The timing of your contributions can have consequences for your employee's contributions caps and tax. It could also have a consequence for the year you're entitled to a deduction. Make sure you leave enough time for the super fund to process your contributions.
Phone the Fair Work Ombudsman on 13 13 94
Ask ATO CommunityExternal Link – our online community-driven forum
Contact us
Employers can set up a salary sacrifice for super arrangement with their employee to get the benefits of a salary sacrifice.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/how-to-set-up-salary-sacrifice-for-super/
